"","cpid","livelihood.strategies","livelihood.category","incomeid","variable","value"
"2833","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"v8",1
"2834","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"v8",1
"2835","MAHBUBNAGAR","maize","AGRICULTURE",106,"v8",1
"2836","MAHBUBNAGAR","sun flower","AGRICULTURE",107,"v8",1
"2837","MAHBUBNAGAR","sesame ","AGRICULTURE",108,"v8",1
"2839","MAHBUBNAGAR","sajja(type of sorghum)","AGRICULTURE",110,"v8",1
"2840","MAHBUBNAGAR","raagulu(type of sesame)","AGRICULTURE",111,"v8",1
"2841","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"v8",1
"2842","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"v8",1
"2843","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"v8",1
"2844","MAHBUBNAGAR","orange orchard  (owner)","TREE BASED LIVELIHOOD",203,"v8",1
"2845","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"v8",1
"2846","MAHBUBNAGAR","pomergranate","TREE BASED LIVELIHOOD",205,"v8",1
"2850","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"v8",1
"2851","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"v8",1
"2853","MAHBUBNAGAR","bullocks","DAIRY CATTLE",402,"v8",1
"2854","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"v8",1
"2855","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"v8",1
"2857","MAHBUBNAGAR","sale of cultivated fish(kora matta(slivercrap),kamshali,jellalu(rohi),botchallu(catla),royallu,rohathlu(grass craph)","FISHING/AQUACULTURE",602,"v8",1
"2858","MAHBUBNAGAR","kallu(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v8",1
"2860","MAHBUBNAGAR","consumer goods(stationary shop,cloth shop,selling fertilizer,grocery shop)","TRADE/BUSINESS/SERVICES",801,"v8",1
"2862","MAHBUBNAGAR","mechannical business(cycle repair shop,motor cycle repair shop)  ","TRADE/BUSINESS/SERVICES",803,"v8",1
"2863","MAHBUBNAGAR","tailor shop","TRADE/BUSINESS/SERVICES",804,"v8",1
"2864","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"v8",1
"2865","MAHBUBNAGAR","mobile shop(recharge & repair)","TRADE/BUSINESS/SERVICES",806,"v8",1
"2867","MAHBUBNAGAR","fire wood","NTFP COLLECTION",901,"v8",1
"2868","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"v8",1
"2869","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"v8",1
"2873","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"v8",1
"2874","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v8",1
"2876","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v8",1
"2878","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"v8",1
"2881","MALKANGIRI","Paddy","AGRICULTURE",102,"v8",1
"2882","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"v8",1
"2883","MALKANGIRI","sua(fox tail millet)","AGRICULTURE",104,"v8",1
"2884","MALKANGIRI","Alsi","AGRICULTURE",105,"v8",1
"2885","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"v8",1
"2886","MALKANGIRI","pulses (black gram,boroboti,dongor rani, green gram, horse gram, jhudungo, pigeon pea)","AGRICULTURE",107,"v8",1
"2888","MALKANGIRI","Ground nut","AGRICULTURE",109,"v8",1
"2891","MALKANGIRI","seasame","AGRICULTURE",112,"v8",1
"2892","MALKANGIRI","Sun flower","AGRICULTURE",113,"v8",1
"2897","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"v8",1
"2898","MALKANGIRI","Tamarind","TREE BASED LIVELIHOOD",205,"v8",1
"2900","MALKANGIRI","Goat for meat","SHEEP/GOAT REARING",301,"v8",1
"2901","MALKANGIRI","Sheep for meat","SHEEP/GOAT REARING",302,"v8",1
"2902","MALKANGIRI","Buffalo for agriculture","OTHER LIVESTOCKS",501,"v8",1
"2903","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"v8",1
"2904","MALKANGIRI","Cow for agriculture","OTHER LIVESTOCKS",503,"v8",1
"2905","MALKANGIRI","Duck for meat","OTHER LIVESTOCKS",504,"v8",1
"2907","MALKANGIRI","hen for meat","OTHER LIVESTOCKS",506,"v8",1
"2908","MALKANGIRI","Swan for meat","OTHER LIVESTOCKS",507,"v8",1
"2909","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"v8",1
"2910","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"v8",1
"2911","MALKANGIRI","chauli, landa, pandam(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v8",1
"2914","MALKANGIRI","mahua(local drink)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"v8",1
"2916","MALKANGIRI","Solopo(local drink)","TRADE/BUSINESS/SERVICES",801,"v8",1
"2919","MALKANGIRI","mechanical business(cycle repair shop, bike repair shop,garage owner)","TRADE/BUSINESS/SERVICES",804,"v8",1
"2920","MALKANGIRI","tailor","TRADE/BUSINESS/SERVICES",805,"v8",1
"2923","MALKANGIRI","consumer goods(Grocery shop)","TRADE/BUSINESS/SERVICES",808,"v8",1
"2924","MALKANGIRI","perishable goods(owner of tea stall)","TRADE/BUSINESS/SERVICES",809,"v8",1
"2926","MALKANGIRI","Rice mill","TRADE/BUSINESS/SERVICES",811,"v8",1
"2934","MALKANGIRI","chakunda monji(seeds of Chakunda tree)","NTFP COLLECTION",906,"v8",1
"2939","MALKANGIRI","mahua fruit from forest","NTFP COLLECTION",911,"v8",1
"2941","MALKANGIRI","govt salaried job(Anganwadi helper,anganbadi karmi,army personnel, asha didi,clerk in malkangiri  college, peon in panchayat office, police, post master, peon in tahesildaar office,teacher,watchman)","SALARIED JOB",1002,"v8",1
"2942","MALKANGIRI","private salaried job(mechanic at company, mechanical engineer, paper mill supervisor)","SALARIED JOB",1003,"v8",1
"2943","MALKANGIRI","social security pension(disabled pension, old age pension, widow pension)","PENSION / REMITTANCES",1101,"v8",1
"2944","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v8",1
"2946","MALKANGIRI","local unskilled labor(construction labor,nrega labor,plumber)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v8",1
"2949","MALKANGIRI","migratory unkilled labor(construction labor, labor in factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v8",1
"2951","PALAMU","Paddy","AGRICULTURE",102,"v8",1
"2952","PALAMU","Wheat","AGRICULTURE",103,"v8",1
"2954","PALAMU","vegetables(chillies,cauliflower,pekchi,brinjal,tomato,peas,sweet potato)","AGRICULTURE",105,"v8",1
"2955","PALAMU","Onion","AGRICULTURE",106,"v8",1
"2956","PALAMU","Pulses(Gram,Masuri,Tur,Kurthi,Khesari)","AGRICULTURE",107,"v8",1
"2957","PALAMU","Lentil","AGRICULTURE",108,"v8",1
"2961","PALAMU","Potato","AGRICULTURE",112,"v8",1
"2962","PALAMU","sesame","AGRICULTURE",113,"v8",1
"2963","PALAMU","Tisi","AGRICULTURE",114,"v8",1
"2964","PALAMU","Bell","TREE BASED LIVELIHOOD",201,"v8",1
"2966","PALAMU","Mahua fruit (private sources)","TREE BASED LIVELIHOOD",203,"v8",1
"2968","PALAMU","Goat ","SHEEP/GOAT REARING",301,"v8",1
"2969","PALAMU","Dairy cattle(Buffalo milk,Cow Milk)","DAIRY CATTLE",401,"v8",1
"2970","PALAMU","Cow ","OTHER LIVESTOCKS",501,"v8",1
"2974","PALAMU","Duck ","OTHER LIVESTOCKS",505,"v8",1
"2975","PALAMU","Hen ","OTHER LIVESTOCKS",506,"v8",1
"2976","PALAMU","Pig ","OTHER LIVESTOCKS",507,"v8",1
"2979","PALAMU","Mahua liquor ","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v8",1
"2981","PALAMU","Ghee ","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"v8",1
"2982","PALAMU","gur(jaggery production)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"v8",1
"2983","PALAMU","Sale of large stones/rock","TRADE/BUSINESS/SERVICES",801,"v8",1
"2985","PALAMU","Perishable goods(Chicken shop, Fish Trader )","TRADE/BUSINESS/SERVICES",803,"v8",1
"2986","PALAMU","Private transport business(tractor,Commander,Balero, Cressor)","TRADE/BUSINESS/SERVICES",804,"v8",1
"2989","PALAMU","Consumer goods(grocery store )","TRADE/BUSINESS/SERVICES",807,"v8",1
"2993","PALAMU","Tari  juice (local drink)","TRADE/BUSINESS/SERVICES",811,"v8",1
"2994","PALAMU","PDS dealer","TRADE/BUSINESS/SERVICES",812,"v8",1
"2999","PALAMU","Seed of chakwar ","NTFP COLLECTION",901,"v8",1
"3000","PALAMU","Seed of vantulsi ","NTFP COLLECTION",902,"v8",1
"3002","PALAMU","Aitha (ayurvedic medicine)","NTFP COLLECTION",904,"v8",1
"3003","PALAMU"," Fire Wood ","NTFP COLLECTION",905,"v8",1
"3004","PALAMU","Tendu leaves","NTFP COLLECTION",906,"v8",1
"3005","PALAMU","Khirna (seed of khirna tree)","NTFP COLLECTION",907,"v8",1
"3006","PALAMU","Bamboo ","NTFP COLLECTION",908,"v8",1
"3007","PALAMU","Govt  Salaried job(Block Development officer,Jharkhand police,Para teacher,College professor,govt teacher,Railway dept(Group D),Army Police, Border secruty force, Bihar Police force.Anganwari sewika)","SALARIED JOB",1001,"v8",1
"3008","PALAMU","Private salaried Job(Driver ,Civil  engineer)","SALARIED JOB",1002,"v8",1
"3010","PALAMU","Social secruty Pension(disabled pension,old age Pension,Widow Pension )","PENSION / REMITTANCES",1101,"v8",1
"3013","PALAMU","local unskilled labor (stone works, soil related labor,NREGA )","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v8",1
"3015","PALAMU","migratory skilled labor(rickshaw puller)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"v8",1
"3016","PALAMU","migratory unskilled labor(building construction, bridge construction, works in cressor) ","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v8",1
"3018","BANKURA","Khasla (oil seed)","AGRICULTURE",108,"v8",1
"3023","BANKURA","Bamboo ","TREE BASED LIVELIHOOD",203,"v8",1
"3027","BANKURA","Goat ","SHEEP/GOAT REARING",302,"v8",1
"3028","BANKURA","Cow ","DAIRY CATTLE",401,"v8",1
"3029","BANKURA","Bullock ","OTHER LIVESTOCKS",501,"v8",1
"3031","BANKURA","Duck (Egg and meat)","OTHER LIVESTOCKS",503,"v8",1
"3032","BANKURA","Hen (Egg and meat)","OTHER LIVESTOCKS",504,"v8",1
"3044","BANKURA","plough maker","TRADE/BUSINESS/SERVICES",804,"v8",1
"3045","BANKURA","sale of kerosene (from PDS)","TRADE/BUSINESS/SERVICES",805,"v8",1
"3047","BANKURA","Consumer goods (grocery shop,Medicine shop,Dashakarma shop[idols,dieties],Garment shop,shoes shop,Stationary shop,variety shop,Hardware shop,cement & rod shop,fertilizer shop,Tin,Asbestor,  )","TRADE/BUSINESS/SERVICES",807,"v8",1
"3062","BANKURA","Bamboo collected from forest","NTFP COLLECTION",901,"v8",1
"3063","BANKURA","Govt. salaried Job (indian oil corporation,income tax dept, high school teacher, primary teacher,doctor,Railway clerk, central reserve police force,PWD night guard,Supply Inspector,panchayat secretary,ITBM,WBP,BSF,Army,Vetenary compounder,High school teacher,Post office Peon,Health dept,BLRO Peon,Block office,clerk,Kolkata Police,Central Industrial Security Force,School clerk,Railway police force,Supervisor in ICDS,Aganwari teacher,Nursery teacher,BDO,ADO,Post master,Bank Peon,Kangsabati Corporation's employee, Damodar valley corporation)","SALARIED JOB",1001,"v8",1
"3064","BANKURA","Private Salaried Job (Driver,Law clerk,Tata motors,Cook in Military Canteen, Civic police,Engineer,Private Company,Fertilizer factory,Vest Factory,Data entry operator,Iron factory,Advocate,Nurse)","SALARIED JOB",1002,"v8",1
"3067","BANKURA","local agriculture labour (Harvesting & Sowing)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v8",1
"3069","BANKURA","local unskilled labor(NREGA,Roof maker,Helper)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v8",1
"3070","BANKURA","migratory agriculture labor(sowing and harvesting of paddy)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v8",1
"3071","BANKURA","migratory skilled labor(rajmistri, Circus,woodcutter,Electrical work, Spring Factory,Cressor,Ceramics artist)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"v8",1
"3072","BANKURA","migratory unskilled labor(labor for soil works,road/bridge/building construction,stone chipping, labor in hotel, worker in wholesale shop,labor in mill,helper with truck/bus,power plant,R.N factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v8",1
"3075","KACHCHH"," Sesame ","AGRICULTURE",103,"v9",1
"3076","KACHCHH","Pulses (Mug, Math)","AGRICULTURE",104,"v9",1
"3077","KACHCHH"," Sovin","AGRICULTURE",105,"v9",1
"3079","KACHCHH"," Castor","AGRICULTURE",107,"v9",1
"3082","KACHCHH"," Sorghum","AGRICULTURE",110,"v9",1
"3091","KACHCHH","Goat","SHEEP/GOAT REARING",302,"v9",1
"3092","KACHCHH","milk from cow","DAIRY CATTLE",401,"v9",1
"3093","KACHCHH","milk from buffalo","DAIRY CATTLE",402,"v9",1
"3096","KACHCHH","charcoal production","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v9",1
"3103","KACHCHH","consumer goods (Ration Shop)","TRADE/BUSINESS/SERVICES",807,"v9",1
"3107","KACHCHH","sale of wild honey ","NTFP COLLECTION",901,"v9",1
"3108","KACHCHH","Private salaried job (salt factory,cement factory,shop, NGO, Pvt commpany, driver ","SALARIED JOB",1001,"v9",1
"3109","KACHCHH","Govt salaried job ( police,pwd,teacher,postman,aganvadiworker,aganvadi helper,elec tric board,state transport,b s f,Railway Police,Coast guard,Indian Army)","SALARIED JOB",1002,"v9",1
"3110","KACHCHH","Govt/Pvt retirement pension ","SALARIED JOB",1003,"v9",1
"3111","KACHCHH","social security pension (Window pension)","PENSION / REMITTANCES",1101,"v9",1
"3112","KACHCHH","local Agriculture Labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v9",1
"3113","KACHCHH","local skilled labor(Mason, carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v9",1
"3114","KACHCHH","local unskilled labor  (factory, indian air force,company)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v9",1
"3117","KACHCHH","migratory unskilled labor (factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v9",1
"3118","DEVAS"," paddy ","AGRICULTURE",101,"v9",1
"3119","DEVAS","Wheat","AGRICULTURE",102,"v9",1
"3120","DEVAS","pluses( Chawla,Urad,Moong)","AGRICULTURE",103,"v9",1
"3121","DEVAS","Tilli","AGRICULTURE",104,"v9",1
"3122","DEVAS","groundnut","AGRICULTURE",105,"v9",1
"3123","DEVAS","chillies","AGRICULTURE",106,"v9",1
"3124","DEVAS","jowar","AGRICULTURE",107,"v9",1
"3125","DEVAS","maize","AGRICULTURE",108,"v9",1
"3126","DEVAS","cotton","AGRICULTURE",109,"v9",1
"3127","DEVAS","Soyabean","AGRICULTURE",110,"v9",1
"3128","DEVAS","onion","AGRICULTURE",111,"v9",1
"3129","DEVAS","potato","AGRICULTURE",112,"v9",1
"3130","DEVAS","vegetable sale(garlic,gobi,batla,bitter gourd,balr,coriander,gawarfali,tumadi,chavlafali,fenugreek,raddish,carrot,spinach,tomato,surjnafali,giki,okra)","AGRICULTURE",113,"v9",1
"3131","DEVAS"," goat ","SHEEP/GOAT REARING",301,"v9",1
"3132","DEVAS","goat (for meat)","SHEEP/GOAT REARING",302,"v9",1
"3133","DEVAS","Dairy milk (from cow and buffalo) ","DAIRY CATTLE",401,"v9",1
"3134","DEVAS","hen ","OTHER LIVESTOCKS",501,"v9",1
"3135","DEVAS","bullocks","OTHER LIVESTOCKS",502,"v9",1
"3138","DEVAS","bamboo products (tokani and tat)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v9",1
"3139","DEVAS","Jhadu banana(broom making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"v9",1
"3140","DEVAS","Mahua (liquor)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"v9",1
"3141","DEVAS","ET Banana (brick making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"v9",1
"3142","DEVAS","Rassi Banana(rope making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",705,"v9",1
"3143","DEVAS","Kangi Banana( comb maker)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",706,"v9",1
"3144","DEVAS","Gobar khad (sale of cowdung )","HOME PRODUCTION(SMALL-SCALE PROCESSING)",707,"v9",1
"3145","DEVAS","Consumer goods (grocery store,flour mill)","TRADE/BUSINESS/SERVICES",801,"v9",1
"3147","DEVAS","Kamkaji Lakadi (sale of small timber)","TRADE/BUSINESS/SERVICES",803,"v9",1
"3155","DEVAS","Mahua fruit","NTFP COLLECTION",904,"v9",1
"3156","DEVAS","Government Salaried job(Choukidar,Aanganwadi Teacher,Forest Guard,M.P. police,School Teacher,Army,Patwari ","SALARIED JOB",1001,"v9",1
"3157","DEVAS","Private salaried job(doctor, truck driver)","SALARIED JOB",1002,"v9",1
"3159","DEVAS","Social Security Pension(widow pension,old age pension)","PENSION / REMITTANCES",1101,"v9",1
"3160","DEVAS","local agricultural labor (Hal chalana, bakhakhar chalana, kud-kachra saaf karna, buwai karna, nindai karna, dore chalana, dawai chhidkaw,pani chalana,faslo ki katai,kapas ki bunai, udhara(group agri labor))","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v9",1
"3161","DEVAS","Bandhua mazdoor(bonded labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"v9",1
"3162","DEVAS","local unskilled labor(saja-munafa,podha ropan, med bandi,Tendu-Patta)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v9",1
"3163","DEVAS","local skilled labor(  carpenter,mistri, woodcutter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1204,"v9",1
"3166","DEVAS","migratory unskilled labor (labor in company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v9",1
"3167","KHANDWA"," Jowar","AGRICULTURE",101,"v9",1
"3168","KHANDWA","Maize","AGRICULTURE",102,"v9",1
"3169","KHANDWA"," Paddy ","AGRICULTURE",103,"v9",1
"3170","KHANDWA"," Wheat ","AGRICULTURE",104,"v9",1
"3171","KHANDWA"," Pulses ( Chana,Chawala, Masoor, Mung,Tuwar, Urad)","AGRICULTURE",105,"v9",1
"3172","KHANDWA"," vegetable(ballar, brinjal, okra,giki,pumpkin,fenugreek,spinach,tomato,chillies,bottlegourd,raddish,carrot)","AGRICULTURE",106,"v9",1
"3173","KHANDWA"," Cotton","AGRICULTURE",107,"v9",1
"3174","KHANDWA"," Mugfali","AGRICULTURE",108,"v9",1
"3175","KHANDWA"," Soyabean ","AGRICULTURE",109,"v9",1
"3176","KHANDWA","Sugarcane","AGRICULTURE",110,"v9",1
"3177","KHANDWA","Silk  Production","AGRICULTURE",111,"v9",1
"3179","KHANDWA"," Mahuwa flower","TREE BASED LIVELIHOOD",202,"v9",1
"3180","KHANDWA"," goat","SHEEP/GOAT REARING",301,"v9",1
"3183","KHANDWA"," hen","OTHER LIVESTOCKS",502,"v9",1
"3186","KHANDWA","mahua liquor","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"v9",1
"3188","KHANDWA","Consumer goods (cloth shop,flourmill,grocery store(kirana shop),fertilizer shop  ,multi hardware shop,medical shop,pesticide shop,xerox shop,electronic shop, petrol pump)","TRADE/BUSINESS/SERVICES",801,"v9",1
"3189","KHANDWA","Charwaha(shepherd)","TRADE/BUSINESS/SERVICES",802,"v9",1
"3192","KHANDWA","stitching ","TRADE/BUSINESS/SERVICES",805,"v9",1
"3204","KHANDWA","Government Salaried job(ASHA worker,Rojgar Sahayak,Post men, Police (Constable ),Teacher ( primary School,middle school,secondary school),Panchayat Sachiv,Army personnel,Forest Guard,Aganwadi Worker,peon in collectorate, siksha karmi,Govt . Peon,govt water supplyer,Peon  in Govt . Agriculture  dept)","SALARIED JOB",1001,"v9",1
"3205","KHANDWA","Private salaried job (Bus Conductor ,Development officer in NGO,Paraworker,private school teacher,driver )","SALARIED JOB",1002,"v9",1
"3207","KHANDWA","social securty pension (Handicap, widow, Old age ) ","PENSION / REMITTANCES",1101,"v9",1
"3208","KHANDWA","local agriculture labor (sugarcane,soyabean and wheat harvesting)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"v9",1
"3210","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"v9",1
"3211","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"v9",1
"3213","KHANDWA","migration for unskilled labor(construction site,Labor in private Company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"v9",1
"3214","MAHBUBNAGAR","rice ","AGRICULTURE",101,"v9",1
"3215","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"v9",1
"3216","MAHBUBNAGAR","cotton","AGRICULTURE",103,"v9",1
"3217","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"v9",1
"3218","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"v9",1
"3220","MAHBUBNAGAR","sun flower","AGRICULTURE",107,"v9",1
"3225","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"v9",1
"3226","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"v9",1
"3227","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"v9",1
"3229","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"v9",1
"3231","MAHBUBNAGAR","mango orchard  (owner)","TREE BASED LIVELIHOOD",206,"v9",1
"3232","MAHBUBNAGAR","lemon","TREE BASED LIVELIHOOD",207,"v9",1
"3234","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"v9",1
"3235","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"v9",1
"3236","MAHBUBNAGAR","cow for milk","DAIRY CATTLE",401,"v9",1
"3237","MAHBUBNAGAR","bullocks","DAIRY CATTLE",402,"v9",1
"3238","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"v9",1
"3239","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"v9",1
"3245","MAHBUBNAGAR","perhisable goods(mutton shop,chicken shop,tea shop,jewellary)","TRADE/BUSINESS/SERVICES",802,"v9",1
"3248","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"v9",1
